contig_id	size	genome_id
CP149284.1	90901	GCA_045343995.1
CP149270.1	5061017	GCA_045344005.1
CP149271.1	93982	GCA_045344005.1
CP149272.1	4676	GCA_045344005.1
CP149273.1	2137	GCA_045344005.1
CP149274.1	1888	GCA_045344005.1
CP149266.1	4962583	GCA_045344015.1
CP149267.1	10303	GCA_045344015.1
CP149268.1	820	GCA_045344015.1
CP149257.1	5030928	GCA_045344025.1
CP149258.1	241503	GCA_045344025.1
CP149259.1	90690	GCA_045344025.1
CP149260.1	2137	GCA_045344025.1
CP149261.1	1888	GCA_045344025.1
CP149252.1	4910828	GCA_045344035.1
CP149253.1	20688	GCA_045344035.1
CP149254.1	7665	GCA_045344035.1
CP149255.1	6760	GCA_045344035.1
CP149256.1	2966	GCA_045344035.1
CP149246.1	4966707	GCA_045344045.1
CP149247.1	108185	GCA_045344045.1
CP149248.1	20688	GCA_045344045.1
CP149249.1	10926	GCA_045344045.1
CP149250.1	6030	GCA_045344045.1
CP149251.1	2101	GCA_045344045.1
CP149243.1	4985992	GCA_045344055.1
CP149244.1	8433	GCA_045344055.1
CP149245.1	6029	GCA_045344055.1
CP149240.1	4986166	GCA_045344065.1
CP149241.1	8433	GCA_045344065.1
CP149242.1	6029	GCA_045344065.1
CP149233.1	4975829	GCA_045344075.1
CP149234.1	245275	GCA_045344075.1
CP149235.1	107354	GCA_045344075.1
CP149236.1	1284	GCA_045344075.1
CP149228.1	5031138	GCA_045344085.1
CP149229.1	241503	GCA_045344085.1
CP149230.1	90690	GCA_045344085.1
CP149231.1	2137	GCA_045344085.1
CP149232.1	1888	GCA_045344085.1
CP149212.1	4857523	GCA_045344095.1
CP149213.1	93844	GCA_045344095.1
CP149209.1	4694467	GCA_045344105.1
CP149207.1	4687371	GCA_045344115.1
CP149208.1	318523	GCA_045344115.1
CP149206.1	4981642	GCA_045344125.1
CP149196.1	4981734	GCA_045344135.1
CP149197.1	78203	GCA_045344135.1
CP149194.1	4981534	GCA_045344145.1
CP149195.1	78203	GCA_045344145.1
CP149192.1	4981740	GCA_045344155.1
CP149193.1	78203	GCA_045344155.1
CP149190.1	4981734	GCA_045344165.1
CP149191.1	78203	GCA_045344165.1
CP149187.1	4981480	GCA_045344175.1
CP149188.1	74162	GCA_045344175.1
CP149189.1	4041	GCA_045344175.1
CP149185.1	4988025	GCA_045344185.1
CP149186.1	4473	GCA_045344185.1
CP149150.1	4988414	GCA_045344195.1
CP149151.1	205448	GCA_045344195.1
CP149152.1	100886	GCA_045344195.1
CP149153.1	4473	GCA_045344195.1
CP149146.1	4988414	GCA_045344205.1
CP149147.1	214671	GCA_045344205.1
CP149148.1	100887	GCA_045344205.1
CP149149.1	4473	GCA_045344205.1
CP149468.1	4759972	GCA_045347675.1
CP149469.1	85413	GCA_045347675.1
CP149471.1	4760137	GCA_045347765.1
CP149470.1	85925	GCA_045347765.1
CP150844.1	4836735	GCA_045348175.1
CP174478.1	4726886	GCA_045821975.1
CP174479.1	310431	GCA_045821975.1
CP174480.1	5874	GCA_045821975.1
CP176654.1	14829	GCA_046271945.1
CP176655.1	4945186	GCA_046271945.1
CP176656.1	107075	GCA_046271945.1
CP176680.1	35297	GCA_046272035.1
CP176681.1	117789	GCA_046272035.1
CP176682.1	4795015	GCA_046272035.1
CP176683.1	4773	GCA_046272035.1
CP176685.1	4724863	GCA_046272055.1
CP176686.1	81814	GCA_046272055.1
CP176701.1	4726544	GCA_046272105.1
CP176702.1	81815	GCA_046272105.1
CP176703.1	100739	GCA_046272105.1
CP176705.1	4726715	GCA_046272135.1
CP176706.1	81794	GCA_046272135.1
CP176707.1	4726541	GCA_046272145.1
CP176708.1	81827	GCA_046272145.1
CP150644.1	4654781	GCA_046599165.1
CP177302.1	4710758	GCA_046838395.1
CP177303.1	138951	GCA_046838395.1
CP177304.1	87365	GCA_046838395.1
CP177305.1	4067	GCA_046838395.1
CP177306.1	3372	GCA_046838395.1
CP100414.1	4726531	GCA_047114675.1
CP100415.1	43188	GCA_047114675.1
CP178833.1	4888369	GCA_047338585.1
CP178834.1	75390	GCA_047338585.1
CP178835.1	85437	GCA_047338585.1
CP178836.1	41244	GCA_047338585.1
CP178918.1	4845571	GCA_047357745.1
CP178919.1	146646	GCA_047357745.1
CP179910.1	4762766	GCA_047455995.1
CP179911.1	274179	GCA_047455995.1
CP179912.1	3483	GCA_047455995.1
CP180713.1	4673668	GCA_047782845.1
CP180714.1	11748	GCA_047782845.1
CP180715.1	162410	GCA_047782845.1
CP180716.1	4673782	GCA_047782855.1
CP180717.1	6098	GCA_047782855.1
CP180718.1	162415	GCA_047782855.1
CP168217.1	4698954	GCA_047946865.1
CP168218.1	255759	GCA_047946865.1
CP190247.1	4727598	GCA_047980805.2
CP190248.1	308757	GCA_047980805.2
CP190249.1	5423	GCA_047980805.2
CP182171.1	4845548	GCA_048016565.1
CP182172.1	131015	GCA_048016565.1
CP182173.1	30209	GCA_048016565.1
CP182117.1	4845548	GCA_048017355.1
CP182118.1	132005	GCA_048017355.1
CP182119.1	41244	GCA_048017355.1
CP182120.1	4845567	GCA_048017425.1
CP182121.1	125691	GCA_048017425.1
CP182122.1	4844157	GCA_048017515.1
CP182123.1	39264	GCA_048017515.1
CP182124.1	159851	GCA_048017515.1
CP182125.1	41244	GCA_048017515.1
CP182126.1	30166	GCA_048017515.1
CP182127.1	30336	GCA_048017515.1
CP182128.1	4846004	GCA_048018245.1
CP182129.1	6383	GCA_048018245.1
CP182130.1	39264	GCA_048018245.1
CP182131.1	30977	GCA_048018245.1
CP182132.1	92556	GCA_048018245.1
CP182133.1	74563	GCA_048018245.1
CP181479.1	4727143	GCA_048018295.1
CP181480.1	315450	GCA_048018295.1
CP181481.1	42559	GCA_048018295.1
CP182623.1	4677799	GCA_048296785.1
CP182624.1	278566	GCA_048296785.1
CP182625.1	46386	GCA_048296785.1
CP182614.1	4680564	GCA_048296795.1
CP182615.1	280984	GCA_048296795.1
CP182626.1	4676846	GCA_048296805.1
CP182627.1	257499	GCA_048296805.1
CP182628.1	45040	GCA_048296805.1
CP182619.1	4631958	GCA_048296815.1
CP182620.1	251454	GCA_048296815.1
CP182621.1	45040	GCA_048296815.1
CP182622.1	8903	GCA_048296815.1
CP182629.1	4681711	GCA_048296825.1
CP182630.1	270104	GCA_048296825.1
CP182616.1	4679924	GCA_048296835.1
CP182617.1	251478	GCA_048296835.1
CP182618.1	45040	GCA_048296835.1
CP154881.1	4670535	GCA_048570975.1
CP154882.1	47421	GCA_048570975.1
CP154883.1	4778801	GCA_048570985.1
CP154884.1	3338	GCA_048570985.1
CP154885.1	4754345	GCA_048570995.1
CP154886.1	5211	GCA_048570995.1
CP178251.1	4969989	GCA_048750985.1
CP178252.1	234479	GCA_048750985.1
CP184869.1	4739519	GCA_048914415.1
CP184870.1	93787	GCA_048914415.1
CP185808.1	4967444	GCA_049187565.1
CP185809.1	112188	GCA_049187565.1
CP185810.1	95578	GCA_049187565.1
CP185811.1	4263	GCA_049187565.1
CP184879.1	4679986	GCA_049264755.1
CP184880.1	64327	GCA_049264755.1
CP184881.1	29336	GCA_049264755.1
CP184882.1	4073	GCA_049264755.1
CP176561.1	4933608	GCA_049436935.1
CP176560.1	93997	GCA_049436935.1
CP186699.1	5015197	GCA_049544835.1
CP186701.1	10351	GCA_049544835.1
CP186702.1	2442	GCA_049544835.1
CP186700.1	280713	GCA_049544835.1
CP186710.1	4687013	GCA_049544875.1
CP186711.1	318579	GCA_049544875.1
CP131744.1	4641827	GCA_049617965.1
CP131745.1	90138	GCA_049617965.1
CP131746.1	4686171	GCA_049618335.1
CP131747.1	103469	GCA_049618335.1
CP131748.1	59372	GCA_049618335.1
CP131749.1	4802414	GCA_049618405.1
CP131750.1	286967	GCA_049618405.1
CP131751.1	10047	GCA_049618405.1
CP131752.1	4234	GCA_049618405.1
CP131753.1	4871581	GCA_049618795.1
CP131754.1	138951	GCA_049618795.1
CP131755.1	4074	GCA_049618795.1
CP131756.1	4060	GCA_049618795.1
CP131757.1	4759117	GCA_049618835.1
CP131758.1	104384	GCA_049618835.1
CP131759.1	10047	GCA_049618835.1
CP131760.1	4733972	GCA_049619335.1
CP131761.1	195861	GCA_049619335.1
CP131762.1	97648	GCA_049619335.1
CP131763.1	4737532	GCA_049619385.1
CP131764.1	70701	GCA_049619385.1
CP131765.1	4013	GCA_049619385.1
CP131766.1	3045	GCA_049619385.1
CP131767.1	3003	GCA_049619385.1
CP131768.1	4783705	GCA_049619935.1
CP131769.1	117774	GCA_049619935.1
CP131770.1	47091	GCA_049619935.1
CP131771.1	9007	GCA_049619935.1
CP131772.1	6115	GCA_049619935.1
CP131773.1	3171	GCA_049619935.1
CP131774.1	4794889	GCA_049619985.1
CP131775.1	80072	GCA_049619985.1
CP131776.1	49559	GCA_049619985.1
CP131777.1	4831851	GCA_049620535.1
CP131778.1	100517	GCA_049620535.1
CP131779.1	3793	GCA_049620535.1
CP187229.1	4661507	GCA_049672895.1
CP187230.1	287574	GCA_049672895.1
CP187231.1	3071	GCA_049672895.1
CP187362.1	4681401	GCA_049810345.1
CP187363.1	110272	GCA_049810345.1
CP187559.1	4741909	GCA_049860555.1
CP187560.1	250469	GCA_049860555.1
CP189821.1	4792180	GCA_050217165.1
CP189822.1	98976	GCA_050217165.1
CP189823.1	37697	GCA_050217165.1
CP189824.1	5880	GCA_050217165.1
CP189879.1	5019081	GCA_050263195.1
CP189877.1	190695	GCA_050263195.1
CP189878.1	92256	GCA_050263195.1
CP162096.2	4847759	GCA_050598075.2
CP162099.2	93292	GCA_050598075.2
CP162098.2	6477	GCA_050598075.2
CP195668.1	5423	GCA_050598075.2
CP195669.1	4583	GCA_050598075.2
CP195667.1	87928	GCA_050598075.2
CP162097.2	237376	GCA_050598075.2
CP193499.1	4781033	GCA_050845885.1
CP193500.1	44338	GCA_050845885.1
CP155801.1	5116874	GCA_050859225.1
CP155802.1	178795	GCA_050859225.1
CP155803.1	6477	GCA_050859225.1
CP159171.1	5001042	GCA_050859275.1
CP159172.1	68815	GCA_050859275.1
CP159173.1	6477	GCA_050859275.1
CP159174.1	5632	GCA_050859275.1
CP159175.1	1888	GCA_050859275.1
CP159176.1	5001042	GCA_050859285.1
CP159177.1	68815	GCA_050859285.1
CP159178.1	6477	GCA_050859285.1
CP159179.1	5632	GCA_050859285.1
CP159180.1	1888	GCA_050859285.1
CP161837.1	5117867	GCA_050881565.1
CP161838.1	178452	GCA_050881565.1
CP161839.1	6477	GCA_050881565.1
CP161840.1	4840291	GCA_050881585.1
CP161841.1	149626	GCA_050881585.1
CP161842.1	68810	GCA_050881585.1
CP161843.1	6477	GCA_050881585.1
CP161844.1	5632	GCA_050881585.1
CP161845.1	5031	GCA_050881585.1
CP161846.1	1888	GCA_050881585.1
CP110865.1	4799609	GCA_050916245.1
CP110866.1	14386	GCA_050916245.1
CP110867.1	47394	GCA_050916245.1
CP110868.1	37269	GCA_050916245.1
CP168659.1	4771958	GCA_050920395.1
CP168660.1	59372	GCA_050920395.1
CP129885.1	4691387	GCA_050920565.1
CP129886.1	109611	GCA_050920565.1
CP129974.1	4691380	GCA_050920575.1
CP129975.1	47531	GCA_050920575.1
CP129976.1	54257	GCA_050920575.1
CP130151.1	4853274	GCA_050920625.1
CP100411.1	4567406	GCA_051013395.1
CP194844.1	4685138	GCA_051020485.1
CP194845.1	110273	GCA_051020485.1
CP194846.1	4685138	GCA_051020495.1
CP194847.1	110273	GCA_051020495.1
CP172410.1	4708812	GCA_051027365.1
CP172411.1	249436	GCA_051027365.1
CP172412.1	6477	GCA_051027365.1
CP172413.1	2742	GCA_051027365.1
CP185380.1	4679634	GCA_051059095.1
CP185381.1	96467	GCA_051059095.1
CP185382.1	59372	GCA_051059095.1
CP185383.1	35751	GCA_051059095.1
CP185384.1	2096	GCA_051059095.1
CP144268.1	4872919	GCA_051097185.1
CP195823.1	4676647	GCA_051471845.1
CP195824.1	94857	GCA_051471845.1
CP195825.1	92900	GCA_051471845.1
CP195826.1	4634	GCA_051471845.1
CP195827.1	2597	GCA_051471845.1
CP196402.1	4680731	GCA_051668715.1
CP196403.1	109445	GCA_051668715.1
CP196404.1	6114	GCA_051668715.1
CP196701.1	4971940	GCA_051861865.1
CP196703.1	2037	GCA_051861865.1
CP196702.1	107357	GCA_051861865.1
CP192515.1	4760751	GCA_051903955.1
CP192516.1	119713	GCA_051903955.1
CP192517.1	4784875	GCA_051903965.1
CP192518.1	190390	GCA_051903965.1
CP196754.1	4677442	GCA_051904745.1
CP196755.1	24484	GCA_051904745.1
CP197140.1	4808272	GCA_051995935.1
CP197141.1	120119	GCA_051995935.1
CP197142.1	108996	GCA_051995935.1
CP197143.1	6647	GCA_051995935.1
CP197144.1	4593	GCA_051995935.1
CP197159.1	4895007	GCA_051996245.1
CP197160.1	95631	GCA_051996245.1
CP197161.1	5055	GCA_051996245.1
CP197162.1	4593	GCA_051996245.1
CP197136.1	4927906	GCA_051996845.1
CP197137.1	98067	GCA_051996845.1
CP197138.1	58440	GCA_051996845.1
CP197139.1	5310	GCA_051996845.1
CP197146.1	4989763	GCA_051997185.1
CP197147.1	214496	GCA_051997185.1
CP197148.1	100886	GCA_051997185.1
CP197149.1	12090	GCA_051997185.1
CP197150.1	5758	GCA_051997185.1
CP197151.1	2419	GCA_051997185.1
CP197163.1	4992217	GCA_051997875.1
CP197164.1	228300	GCA_051997875.1
CP197165.1	100887	GCA_051997875.1
CP197166.1	4473	GCA_051997875.1
CP197145.1	4920319	GCA_051998265.1
CP197152.1	4991153	GCA_051998935.1
CP197153.1	229371	GCA_051998935.1
CP197154.1	4473	GCA_051998935.1
CP197155.1	4988593	GCA_051999245.1
CP197156.1	212479	GCA_051999245.1
CP197157.1	4757	GCA_051999245.1
CP197158.1	4473	GCA_051999245.1
CP159775.1	4780514	GCA_052050715.1
CP159776.1	216886	GCA_052050715.1
CP178588.1	4784476	GCA_052059855.1
CP178589.1	73895	GCA_052059855.1
CP178590.1	47497	GCA_052059855.1
CP197708.1	4868138	GCA_052229965.1
CP197709.1	89313	GCA_052229965.1
CP197710.1	60661	GCA_052229965.1
CP194258.1	4841093	GCA_052400725.1
CP194259.1	63589	GCA_052400725.1
CP194260.1	5728	GCA_052400725.1
CP194261.1	2121	GCA_052400725.1
CP194262.1	1983	GCA_052400725.1
CP194263.1	4841093	GCA_052400735.1
CP194264.1	63589	GCA_052400735.1
CP194265.1	5728	GCA_052400735.1
CP194266.1	2121	GCA_052400735.1
CP194267.1	1983	GCA_052400735.1
CP194273.1	4841094	GCA_052401025.1
CP194274.1	63589	GCA_052401025.1
CP194275.1	5728	GCA_052401025.1
CP194276.1	2121	GCA_052401025.1
CP194277.1	1983	GCA_052401025.1
CP194268.1	4840189	GCA_052401035.1
CP194269.1	63589	GCA_052401035.1
CP194270.1	5728	GCA_052401035.1
CP194271.1	2121	GCA_052401035.1
CP194272.1	1983	GCA_052401035.1
CP194278.1	4841094	GCA_052401285.1
CP194279.1	63589	GCA_052401285.1
CP194280.1	5728	GCA_052401285.1
CP194281.1	2121	GCA_052401285.1
CP194282.1	1983	GCA_052401285.1
CP194283.1	4840742	GCA_052401295.1
CP194284.1	63589	GCA_052401295.1
CP194285.1	5728	GCA_052401295.1
CP194286.1	2121	GCA_052401295.1
CP194287.1	1983	GCA_052401295.1
CP194288.1	4841095	GCA_052401545.1
CP194289.1	63589	GCA_052401545.1
CP194290.1	5728	GCA_052401545.1
CP194291.1	2121	GCA_052401545.1
CP194292.1	1983	GCA_052401545.1
CP194293.1	4841094	GCA_052401555.1
CP194294.1	63589	GCA_052401555.1
CP194295.1	5728	GCA_052401555.1
CP194296.1	2121	GCA_052401555.1
CP194297.1	1983	GCA_052401555.1
CP194298.1	4841095	GCA_052401815.1
CP194299.1	63589	GCA_052401815.1
CP194300.1	5728	GCA_052401815.1
CP194301.1	2121	GCA_052401815.1
CP194302.1	1983	GCA_052401815.1
CP194303.1	4841093	GCA_052401825.1
CP194304.1	63589	GCA_052401825.1
CP194305.1	5728	GCA_052401825.1
CP194306.1	2121	GCA_052401825.1
CP194307.1	1983	GCA_052401825.1
CP194308.1	4840188	GCA_052402075.1
CP194309.1	63589	GCA_052402075.1
CP194310.1	5728	GCA_052402075.1
CP194311.1	2121	GCA_052402075.1
CP194312.1	1983	GCA_052402075.1
CP194313.1	4841095	GCA_052402085.1
CP194314.1	63499	GCA_052402085.1
CP194315.1	5728	GCA_052402085.1
CP194316.1	2121	GCA_052402085.1
CP194317.1	1983	GCA_052402085.1
CP194318.1	4841872	GCA_052402355.1
CP194319.1	63589	GCA_052402355.1
CP194320.1	5728	GCA_052402355.1
CP194321.1	2121	GCA_052402355.1
CP194322.1	1983	GCA_052402355.1
CM127137.1	5023947	GCA_052537845.1
JBQWED010000002.1	1888	GCA_052537845.1
JBQWED010000001.1	277292	GCA_052537845.1
CM127799.1	4753985	GCA_052771625.1
JBRAXY010000002.1	13670	GCA_052771625.1
CM127803.1	4969506	GCA_052772885.1
JBREBI010000002.1	93378	GCA_052772885.1
JBREBI010000003.1	6840	GCA_052772885.1
JBREBI010000004.1	4073	GCA_052772885.1
JBREBI010000005.1	2442	GCA_052772885.1
CM127804.1	5036715	GCA_052772925.1
JBREBJ010000002.1	2442	GCA_052772925.1
CM127805.1	5026575	GCA_052772965.1
JBREBK010000002.1	164444	GCA_052772965.1
JBREBK010000003.1	5463	GCA_052772965.1
JBREBK010000004.1	3988	GCA_052772965.1
CM128333.1	4858016	GCA_052850035.1
JBQUNO010000002.1	125234	GCA_052850035.1
JBQUNO010000003.1	6863	GCA_052850035.1
CP159769.1	4966201	GCA_052975165.1
CP159770.1	181874	GCA_052975165.1
CP159771.1	4075	GCA_052975165.1
CP159772.1	4784320	GCA_052975175.1
CP159773.1	232926	GCA_052975175.1
CP159774.1	93960	GCA_052975175.1
CP162122.1	5062194	GCA_052975185.1
CP162123.1	82081	GCA_052975185.1
CP162124.1	3237	GCA_052975185.1
CP162125.1	5062193	GCA_053048045.1
CP162126.1	88525	GCA_053048045.1
CP162127.1	82081	GCA_053048045.1
CP162128.1	3242	GCA_053048045.1
CP189854.1	4784562	GCA_053048105.1
CP189855.1	74564	GCA_053048105.1
CP189856.1	46161	GCA_053048105.1
CP189857.1	2876	GCA_053048105.1
CP133198.1	4818219	GCA_053165995.1
CP133199.1	2749	GCA_053165995.1
CP133200.1	2985	GCA_053165995.1
CP133201.1	34827	GCA_053165995.1
CP133202.1	4467	GCA_053165995.1
CP133203.1	5087	GCA_053165995.1
CP133204.1	570	GCA_053165995.1
CM129935.1	4978368	GCA_053220415.1
JBRUUC010000002.1	3373	GCA_053220415.1
JBRUUC010000001.1	187186	GCA_053220415.1
CM129975.1	4737450	GCA_053283235.1
JBRYQW010000002.1	58472	GCA_053283235.1
JBRYQW010000004.1	6275	GCA_053283235.1
JBRYQW010000003.1	46161	GCA_053283235.1
CM129993.1	4889727	GCA_053294955.1
JBRXZJ010000001.1	93887	GCA_053294955.1
JBRXZJ010000002.1	63103	GCA_053294955.1
JBRXZJ010000003.1	32387	GCA_053294955.1
CP172825.1	4636928	GCA_053338755.1
CP191545.1	4898209	GCA_053338865.1
CP191546.1	226190	GCA_053338865.1
CP191547.1	3830	GCA_053338865.1
CP175687.1	4886585	GCA_053338875.1
CP175688.1	111842	GCA_053338875.1
CP175689.1	2552	GCA_053338875.1
CP175690.1	2442	GCA_053338875.1
CP175995.1	4862639	GCA_053338885.1
CP175996.1	242725	GCA_053338885.1
CP175997.1	3830	GCA_053338885.1
CP191498.1	4886064	GCA_053338895.1
CP191499.1	6477	GCA_053338895.1
CM130066.1	4982234	GCA_053375915.1
JBRZML010000002.1	260528	GCA_053375915.1
JBRZML010000003.1	98766	GCA_053375915.1
CM130085.1	4913518	GCA_053452905.1
JBSBGN010000002.1	41827	GCA_053452905.1
JBSBGN010000003.1	698	GCA_053452905.1
JBSBGN010000004.1	4819	GCA_053452905.1
JBSBGN010000005.1	680	GCA_053452905.1
CM142537.1	4883048	GCA_053541515.2
ACBLBR020000002.1	71607	GCA_053541515.2
ACBLBR020000003.1	50564	GCA_053541515.2
ACBLBR020000004.1	7539	GCA_053541515.2
ACBLBR020000005.1	3506	GCA_053541515.2
ACBLBR020000006.1	2295	GCA_053541515.2
CM132300.1	4793452	GCA_053711075.1
CM132593.1	4679995	GCA_053819065.1
JBSORM010000002.1	64327	GCA_053819065.1
JBSORM010000003.1	29336	GCA_053819065.1
CP193938.1	4726824	GCA_053834635.1
CP193939.1	318536	GCA_053834635.1
CP193940.1	4728306	GCA_053834645.1
CP193941.1	317297	GCA_053834645.1
CP193942.1	4726524	GCA_053834655.1
CP193943.1	311411	GCA_053834655.1
CP193944.1	4726528	GCA_053834665.1
CP193945.1	311413	GCA_053834665.1
CP193946.1	4727129	GCA_053834675.1
CP193947.1	318532	GCA_053834675.1
CP193950.1	4687002	GCA_053834685.1
CP193951.1	318553	GCA_053834685.1
CP193952.1	4726527	GCA_053834695.1
CP193953.1	318535	GCA_053834695.1
CP193948.1	4727130	GCA_053834705.1
CP193949.1	318540	GCA_053834705.1
CP193954.1	4687297	GCA_053834715.1
CP193955.1	318535	GCA_053834715.1
CP193958.1	4727110	GCA_053834725.1
CP193959.1	307317	GCA_053834725.1
CP193956.1	4726432	GCA_053834735.1
CP193957.1	311300	GCA_053834735.1
CP193960.1	4727111	GCA_053834745.1
CP193961.1	307319	GCA_053834745.1
CP193962.1	4727134	GCA_053834755.1
CP193963.1	318538	GCA_053834755.1
CP193964.1	4727121	GCA_053834765.1
CP193965.1	312246	GCA_053834765.1
CP193966.1	4727178	GCA_053834775.1
CP193967.1	311416	GCA_053834775.1
CP193968.1	4726865	GCA_053834785.1
CP193969.1	309622	GCA_053834785.1
CP193970.1	4727136	GCA_053834795.1
CP193971.1	316733	GCA_053834795.1
CP193972.1	69189	GCA_053834795.1
CP193973.1	4729887	GCA_053834805.1
CP193974.1	317548	GCA_053834805.1
CP193975.1	60885	GCA_053834805.1
CP193976.1	4727041	GCA_053834815.1
CP193977.1	318006	GCA_053834815.1
CP193978.1	4726922	GCA_053834825.1
CP193979.1	318019	GCA_053834825.1
CP193980.1	4727133	GCA_053834835.1
CP193981.1	317548	GCA_053834835.1
CM133368.1	4584995	GCA_054073055.1
AP044018.1	4803510	GCA_054095105.1
AP044019.1	4096	GCA_054095105.1
AP044015.1	4880099	GCA_054095155.1
AP044016.1	241362	GCA_054095155.1
AP044017.1	4215	GCA_054095155.1
AP044014.1	4849808	GCA_054095205.1
AP044013.1	4849627	GCA_054095215.1
CM135805.1	5001229	GCA_054300955.1
JBSAOL010000002.1	290340	GCA_054300955.1
JBSAOL010000003.1	5310	GCA_054300955.1
CM135806.1	4987494	GCA_054300975.1
JBSAOM010000002.1	91540	GCA_054300975.1
JBSAOM010000003.1	5055	GCA_054300975.1
JBSAOM010000004.1	3751	GCA_054300975.1
JBSAOM010000005.1	3319	GCA_054300975.1
CM135807.1	5037271	GCA_054301015.1
CM135808.1	4998623	GCA_054301075.1
JBSAOP010000001.1	93846	GCA_054301075.1
JBSAOP010000003.1	6501	GCA_054301075.1
CM136808.1	4845634	GCA_054439675.1
JBRYZA010000002.1	46876	GCA_054439675.1
JBRYZA010000003.1	34148	GCA_054439675.1
CM136809.1	4880147	GCA_054439695.1
JBRYQL010000002.1	46950	GCA_054439695.1
CM136810.1	4879466	GCA_054439715.1
JBRYZF010000002.1	46950	GCA_054439715.1
CP171405.1	4804203	GCA_054506845.1
CP175711.1	4884976	GCA_054733495.1
CP175712.1	6477	GCA_054733495.1
CP175713.1	5088	GCA_054733495.1
CP175714.1	4056	GCA_054733495.1
CP175715.1	4869415	GCA_054733885.1
CP175716.1	5088	GCA_054733885.1
CP175717.1	5015	GCA_054733885.1
CP175718.1	4087	GCA_054733885.1
CP175719.1	1982	GCA_054733885.1
CP174483.1	4931663	GCA_054734275.1
CP174484.1	103079	GCA_054734275.1
CP174485.1	60973	GCA_054734275.1
CP174486.1	6477	GCA_054734275.1
CP174487.1	4234	GCA_054734275.1
CP174488.1	4922493	GCA_054734525.1
CP174489.1	87790	GCA_054734525.1
CP174490.1	3877	GCA_054734525.1
CP174491.1	4923101	GCA_054734815.1
CP174492.1	103446	GCA_054734815.1
CP174493.1	13725	GCA_054734815.1
CM141444.1	5021704	GCA_054849765.1
JBTWSV010000002.1	109402	GCA_054849765.1
JBTWSV010000003.1	52181	GCA_054849765.1
JBTWSV010000004.1	43847	GCA_054849765.1
CM141445.1	5000387	GCA_054849775.1
JBTWSU010000002.1	268917	GCA_054849775.1
JBTWSU010000003.1	40085	GCA_054849775.1
CM141446.1	5024037	GCA_054849805.1
JBTWSW010000002.1	86073	GCA_054849805.1
JBTWSW010000003.1	11403	GCA_054849805.1
JBTWSW010000004.1	10288	GCA_054849805.1
CM142190.1	4994585	GCA_054880995.1
CM142191.1	4997269	GCA_054881015.1
JBTYMG010000002.1	89100	GCA_054881015.1
JBTYMG010000003.1	5310	GCA_054881015.1
JBTYMG010000004.1	5055	GCA_054881015.1
JBTYMG010000005.1	3751	GCA_054881015.1
CM142192.1	5071539	GCA_054881025.1
JBTYMB010000002.1	102194	GCA_054881025.1
CM142700.1	4685823	GCA_054896005.1
JBUCOE010000002.1	59368	GCA_054896005.1
CM142751.1	4659233	GCA_054901755.1
CM142752.1	4659293	GCA_054901775.1
CM142753.1	4659040	GCA_054901815.1
CM142754.1	4692739	GCA_054901835.1
CM142756.1	4692710	GCA_054901875.1
CM143124.1	4679990	GCA_054953405.1
CM143397.1	4731405	GCA_054963555.1
LT571437.1	4756780	GCA_900086565.1
LT855376.1	4811399	GCA_900184385.1
LT855377.1	93862	GCA_900184385.1
LT882486.1	4733003	GCA_900185485.1
LT882487.1	79940	GCA_900185485.1
LT905060.2	4795368	GCA_900205245.2
LT906491.1	215784	GCA_900205245.2
LT905064.1	4765638	GCA_900205255.1
LT905063.1	4795199	GCA_900205265.1
LT905062.1	4676595	GCA_900205275.1
LT905143.1	4618754	GCA_900205295.1
LS483419.1	4707477	GCA_900475825.1
LS483428.1	4787620	GCA_900475895.1
LS483434.1	4791042	GCA_900475965.1
LS483453.1	4644636	GCA_900477885.1
LS483455.1	4563000	GCA_900477895.1
LS483457.1	4626672	GCA_900477905.1
LS483463.1	4638063	GCA_900477925.1
LS483456.1	5118272	GCA_900477985.1
LS483454.1	4907449	GCA_900477995.1
LS483465.1	5029670	GCA_900478065.1
LS483475.1	4732250	GCA_900478195.1
LS483481.1	4627083	GCA_900478205.1
LS483478.1	4624613	GCA_900478215.1
LS483477.1	4883767	GCA_900478225.1
LS483479.1	4630342	GCA_900478235.1
LR134159.1	4867363	GCA_900635725.1
LR134232.1	4723444	GCA_900636155.1
LR590081.1	4839011	GCA_901457615.1
LR590082.1	4837118	GCA_901457625.1
LR861808.1	4916754	GCA_903989485.1
LR862421.1	4881179	GCA_903992995.2
LR881463.1	4899267	GCA_904129595.1
LR881464.1	93927	GCA_904129595.1
OU015340.1	5103951	GCA_907163145.1
OU015341.1	133718	GCA_907163145.1
OU015325.1	5002113	GCA_907163165.1
OU015326.1	216909	GCA_907163165.1
OU015327.1	93296	GCA_907163165.1
OU015323.1	5108534	GCA_907163175.1
OU015324.1	123084	GCA_907163175.1
OU015337.1	5041177	GCA_907163185.1
OU015338.1	252248	GCA_907163185.1
OU015339.1	7769	GCA_907163185.1
OU015328.1	4893806	GCA_907163195.1
OU015329.1	262389	GCA_907163195.1
OU015330.1	69651	GCA_907163195.1
OU015331.1	2640	GCA_907163195.1
OU015332.1	2230	GCA_907163195.1
OU015333.1	2137	GCA_907163195.1
OU015334.1	4993648	GCA_907163235.1
OU015335.1	226709	GCA_907163235.1
OU015336.1	94179	GCA_907163235.1
